公司名称,公司链接,提交日期,职位要求,工作地点,工作性质,工作经验,招聘人数,最低学历,福利,岗位名称,薪水,工作类别,岗位链接
好付支付(深圳)有限公司,http://special.zhaopin.com/2017/shz/11219/hfzf032355/,2018-03-02 10:59:19,岗位职责：,深圳,全职,3-5年,3人 ,大专,每年多次调薪,.net开发工程师,10000-15000元/月 ,软件工程师,http://jobs.zhaopin.com/shenzhen/sj045/
